phase,label,backend,batch,simd,omp,mpi,ranks,threads,nx,ny,nz,steps,px,py,pz,wall_ms,mpi_ms,eta_ms,zeta_ms,u_ms,psi_ms,philow_ms,phihigh_ms,pressure_ms,porosity_ms,untimed_ms,cellstep_1e8s,rss_mb,l2_ux,l2_p,g_ms,status,note
10_matrix_threads,schur 64^3 s0 omp=0,schur,64,0,0,1,1,1,64,64,64,20,1,1,1,94.184,0.003,53.764,14.964,16.018,3.177,2.892,3.104,0.261,0.000,0.004,35.928,45.5,,,,ok,
10_matrix_threads,schur 64^3 s0 T=1,schur,64,0,1,1,1,1,64,64,64,20,1,1,1,102.818,0.003,56.485,17.548,19.141,3.268,2.954,3.155,0.263,0.000,0.004,39.222,46.4,,,,ok,
10_matrix_threads,schur 64^3 s0 T=2,schur,64,0,1,1,1,2,64,64,64,20,1,1,1,52.787,0.003,29.423,8.797,9.635,1.697,1.490,1.596,0.145,0.000,0.004,20.137,45.5,,,,ok,
10_matrix_threads,schur 64^3 s0 T=4,schur,64,0,1,1,1,4,64,64,64,20,1,1,1,28.284,0.000,15.895,4.632,5.081,0.927,0.773,0.889,0.083,0.000,0.004,10.790,45.5,,,,ok,
10_matrix_threads,schur 64^3 s0 T=7,schur,64,0,1,1,1,7,64,64,64,20,1,1,1,17.352,0.000,9.389,2.915,3.258,0.604,0.499,0.624,0.061,0.000,0.002,6.619,44.6,,,,ok,
10_matrix_threads,schur 64^3 s0 T=8,schur,64,0,1,1,1,8,64,64,64,20,1,1,1,17.096,0.000,8.407,2.481,4.427,0.574,0.422,0.707,0.076,0.000,0.002,6.522,42.0,,,,ok,
10_matrix_threads,schur 64^3 s0 T=14,schur,64,0,1,1,1,14,64,64,64,20,1,1,1,9.351,0.000,4.942,1.487,1.844,0.388,0.280,0.361,0.046,0.000,0.003,3.567,39.4,,,,ok,
10_matrix_threads,schur 64^3 s0 T=28,schur,64,0,1,1,1,28,64,64,64,20,1,1,1,7.478,0.000,3.850,1.143,1.544,0.393,0.213,0.284,0.046,0.000,0.005,2.852,38.5,,,,ok,
10_matrix_threads,schur 64^3 s0 T=56,schur,64,0,1,1,1,56,64,64,64,20,1,1,1,6.327,0.000,2.837,0.894,1.671,0.414,0.163,0.278,0.064,0.000,0.006,2.413,43.8,,,,ok,
10_matrix_threads,schur 64^3 s0 T=112,schur,64,0,1,1,1,112,64,64,64,20,1,1,1,5.747,0.000,3.164,0.746,1.081,0.374,0.127,0.173,0.074,0.000,0.008,2.192,15.8,,,,ok,
10_matrix_threads,schur 64^3 s1 omp=0,schur,64,1,0,1,1,1,64,64,64,20,1,1,1,74.158,0.001,56.374,4.291,4.094,3.140,2.896,3.112,0.247,0.000,0.004,28.289,46.4,,,,ok,
10_matrix_threads,schur 64^3 s1 T=1,schur,64,1,1,1,1,1,64,64,64,20,1,1,1,77.717,0.003,59.532,4.326,4.232,3.230,2.975,3.170,0.248,0.000,0.004,29.647,46.4,,,,ok,
10_matrix_threads,schur 64^3 s1 T=2,schur,64,1,1,1,1,2,64,64,64,20,1,1,1,40.279,0.000,30.897,2.272,2.241,1.653,1.480,1.601,0.132,0.000,0.003,15.365,45.5,,,,ok,
10_matrix_threads,schur 64^3 s1 T=4,schur,64,1,1,1,1,4,64,64,64,20,1,1,1,21.870,0.000,16.756,1.230,1.231,0.897,0.766,0.898,0.088,0.000,0.004,8.343,45.5,,,,ok,
10_matrix_threads,schur 64^3 s1 T=7,schur,64,1,1,1,1,7,64,64,64,20,1,1,1,13.242,0.000,9.904,0.744,0.809,0.582,0.505,0.628,0.065,0.000,0.005,5.051,44.6,,,,ok,
10_matrix_threads,schur 64^3 s1 T=8,schur,64,1,1,1,1,8,64,64,64,20,1,1,1,12.960,0.000,8.915,0.750,1.520,0.559,0.418,0.714,0.081,0.000,0.003,4.944,42.9,,,,ok,
10_matrix_threads,schur 64^3 s1 T=14,schur,64,1,1,1,1,14,64,64,64,20,1,1,1,7.835,0.000,5.692,0.455,0.611,0.371,0.279,0.370,0.054,0.000,0.003,2.989,46.3,,,,ok,
10_matrix_threads,schur 64^3 s1 T=28,schur,64,1,1,1,1,28,64,64,64,20,1,1,1,6.075,0.000,4.215,0.375,0.537,0.388,0.216,0.284,0.055,0.000,0.005,2.317,38.5,,,,ok,
10_matrix_threads,schur 64^3 s1 T=56,schur,64,1,1,1,1,56,64,64,64,20,1,1,1,5.170,0.000,3.159,0.357,0.722,0.395,0.172,0.287,0.070,0.000,0.008,1.972,54.6,,,,ok,
10_matrix_threads,schur 64^3 s1 T=112,schur,64,1,1,1,1,112,64,64,64,20,1,1,1,5.949,0.000,4.127,0.404,0.677,0.340,0.131,0.176,0.079,0.000,0.015,2.270,15.8,,,,ok,
10_matrix_threads,pipeline 64^3 s0 omp=0,pipeline,64,0,0,1,1,1,64,64,64,20,1,1,1,116.914,0.003,64.812,19.754,19.771,4.683,3.794,3.794,0.301,0.000,0.005,44.599,56.9,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=1,pipeline,64,0,1,1,1,1,64,64,64,20,1,1,1,117.671,0.003,65.573,19.471,19.831,4.672,3.927,3.886,0.307,0.000,0.004,44.888,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=2,pipeline,64,0,1,1,1,2,64,64,64,20,1,1,1,117.382,0.003,65.744,19.326,19.738,4.426,4.044,3.939,0.160,0.000,0.005,44.778,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=4,pipeline,64,0,1,1,1,4,64,64,64,20,1,1,1,122.925,0.003,68.701,20.345,21.037,4.522,4.131,4.098,0.086,0.000,0.005,46.892,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=7,pipeline,64,0,1,1,1,7,64,64,64,20,1,1,1,126.234,0.003,70.350,21.142,21.650,4.580,4.240,4.213,0.056,0.000,0.003,48.154,56.9,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=8,pipeline,64,0,1,1,1,8,64,64,64,20,1,1,1,127.197,0.003,70.374,20.969,22.765,4.759,4.137,4.107,0.080,0.000,0.006,48.522,54.2,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=14,pipeline,64,0,1,1,1,14,64,64,64,20,1,1,1,126.618,0.006,70.374,20.872,22.277,4.607,4.240,4.210,0.035,0.000,0.003,48.301,50.8,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=28,pipeline,64,0,1,1,1,28,64,64,64,20,1,1,1,154.547,0.004,86.107,25.791,26.640,5.543,5.235,5.190,0.036,0.000,0.005,58.955,51.6,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=56,pipeline,64,0,1,1,1,56,64,64,64,20,1,1,1,159.025,0.005,89.097,26.124,27.358,5.877,5.250,5.211,0.103,0.000,0.005,60.663,28.9,,,,ok,
10_matrix_threads,pipeline 64^3 s0 T=112,pipeline,64,0,1,1,1,112,64,64,64,20,1,1,1,222.218,0.005,129.001,35.873,38.364,6.822,6.046,5.989,0.114,0.000,0.009,84.769,27.1,,,,ok,
10_matrix_threads,pipeline 64^3 s1 omp=0,pipeline,64,1,0,1,1,1,64,64,64,20,1,1,1,117.640,0.004,65.067,19.743,19.948,4.684,4.004,3.896,0.294,0.000,0.004,44.876,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=1,pipeline,64,1,1,1,1,1,64,64,64,20,1,1,1,118.059,0.003,65.540,19.718,19.919,4.619,4.022,3.944,0.294,0.000,0.003,45.036,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=2,pipeline,64,1,1,1,1,2,64,64,64,20,1,1,1,118.054,0.003,65.921,19.599,19.858,4.511,4.060,3.938,0.164,0.000,0.003,45.034,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=4,pipeline,64,1,1,1,1,4,64,64,64,20,1,1,1,123.328,0.004,68.655,20.608,21.080,4.497,4.243,4.149,0.093,0.000,0.003,47.046,57.8,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=7,pipeline,64,1,1,1,1,7,64,64,64,20,1,1,1,126.502,0.004,70.164,21.375,21.760,4.546,4.346,4.250,0.056,0.000,0.005,48.257,56.9,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=8,pipeline,64,1,1,1,1,8,64,64,64,20,1,1,1,128.235,0.004,70.857,21.225,22.907,4.761,4.246,4.153,0.082,0.000,0.004,48.918,54.2,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=14,pipeline,64,1,1,1,1,14,64,64,64,20,1,1,1,126.887,0.004,70.230,21.216,22.240,4.561,4.348,4.251,0.037,0.000,0.004,48.403,50.8,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=28,pipeline,64,1,1,1,1,28,64,64,64,20,1,1,1,155.362,0.004,85.770,26.450,26.960,5.536,5.358,5.240,0.043,0.000,0.005,59.266,51.6,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=56,pipeline,64,1,1,1,1,56,64,64,64,20,1,1,1,159.430,0.005,88.708,26.509,27.590,5.850,5.398,5.273,0.097,0.000,0.005,60.818,27.1,,,,ok,
10_matrix_threads,pipeline 64^3 s1 T=112,pipeline,64,1,1,1,1,112,64,64,64,20,1,1,1,223.753,0.005,127.830,36.150,39.119,7.185,6.533,6.796,0.134,0.000,0.006,85.355,27.1,,,,ok,
10_matrix_threads,schur 128^3 s0 omp=0,schur,64,0,0,1,1,1,128,128,128,10,1,1,1,911.891,0.007,445.101,203.004,170.195,33.634,27.034,29.385,3.529,0.000,0.009,43.482,262.5,,,,ok,
10_matrix_threads,schur 128^3 s0 T=1,schur,64,0,1,1,1,1,128,128,128,10,1,1,1,1000.121,0.007,461.650,230.711,216.109,30.958,27.357,29.901,3.426,0.000,0.009,47.689,261.6,,,,ok,
10_matrix_threads,schur 128^3 s0 T=2,schur,64,0,1,1,1,2,128,128,128,10,1,1,1,509.907,0.006,238.701,115.320,109.670,16.329,13.767,14.353,1.759,0.000,0.008,24.314,261.6,,,,ok,
10_matrix_threads,schur 128^3 s0 T=4,schur,64,0,1,1,1,4,128,128,128,10,1,1,1,270.241,0.007,128.190,61.658,56.189,8.544,7.251,7.453,0.951,0.000,0.005,12.886,263.5,,,,ok,
10_matrix_threads,schur 128^3 s0 T=7,schur,64,0,1,1,1,7,128,128,128,10,1,1,1,160.079,0.007,74.338,36.935,33.994,5.390,4.365,4.360,0.690,0.000,0.007,7.633,261.3,,,,ok,
10_matrix_threads,schur 128^3 s0 T=8,schur,64,0,1,1,1,8,128,128,128,10,1,1,1,143.371,0.001,67.272,30.062,32.741,5.001,3.352,4.345,0.593,0.000,0.005,6.836,261.9,,,,ok,
10_matrix_threads,schur 128^3 s0 T=14,schur,64,0,1,1,1,14,128,128,128,10,1,1,1,85.826,0.001,39.253,19.968,18.189,3.408,2.288,2.243,0.472,0.000,0.005,4.093,263.3,,,,ok,
10_matrix_threads,schur 128^3 s0 T=28,schur,64,0,1,1,1,28,128,128,128,10,1,1,1,54.491,0.001,27.079,11.171,10.607,2.603,1.340,1.332,0.354,0.000,0.005,2.598,266.5,,,,ok,
10_matrix_threads,schur 128^3 s0 T=56,schur,64,0,1,1,1,56,128,128,128,10,1,1,1,70.760,0.001,27.196,19.141,19.756,2.308,0.834,1.147,0.368,0.000,0.010,3.374,301.9,,,,ok,
10_matrix_threads,schur 128^3 s0 T=112,schur,64,0,1,1,1,112,128,128,128,10,1,1,1,124.573,0.001,47.756,35.386,36.734,2.544,0.849,0.898,0.396,0.000,0.010,5.940,351.5,,,,ok,
10_matrix_threads,schur 128^3 s1 omp=0,schur,64,1,0,1,1,1,128,128,128,10,1,1,1,620.630,0.007,447.478,35.615,48.304,30.382,27.210,28.701,2.929,0.000,0.011,29.594,262.5,,,,ok,
10_matrix_threads,schur 128^3 s1 T=1,schur,64,1,1,1,1,1,128,128,128,10,1,1,1,643.410,0.007,466.397,36.065,50.650,30.749,27.430,29.086,3.022,0.000,0.011,30.680,261.6,,,,ok,
10_matrix_threads,schur 128^3 s1 T=2,schur,64,1,1,1,1,2,128,128,128,10,1,1,1,331.863,0.007,239.396,19.625,26.551,15.782,13.883,14.657,1.960,0.000,0.009,15.824,262.5,,,,ok,
10_matrix_threads,schur 128^3 s1 T=4,schur,64,1,1,1,1,4,128,128,128,10,1,1,1,176.206,0.006,127.525,10.567,14.105,8.582,7.247,7.349,0.823,0.000,0.008,8.402,263.6,,,,ok,
10_matrix_threads,schur 128^3 s1 T=7,schur,64,1,1,1,1,7,128,128,128,10,1,1,1,104.784,0.001,75.343,6.207,8.533,5.396,4.330,4.356,0.612,0.000,0.007,4.996,262.7,,,,ok,
10_matrix_threads,schur 128^3 s1 T=8,schur,64,1,1,1,1,8,128,128,128,10,1,1,1,96.927,0.001,67.056,4.835,10.154,5.466,3.332,5.464,0.614,0.000,0.006,4.622,261.9,,,,ok,
10_matrix_threads,schur 128^3 s1 T=14,schur,64,1,1,1,1,14,128,128,128,10,1,1,1,58.627,0.001,40.005,4.353,5.856,3.475,2.275,2.222,0.435,0.000,0.006,2.796,263.2,,,,ok,
10_matrix_threads,schur 128^3 s1 T=28,schur,64,1,1,1,1,28,128,128,128,10,1,1,1,41.766,0.001,27.480,3.801,4.637,2.777,1.365,1.334,0.366,0.000,0.006,1.992,266.4,,,,ok,
10_matrix_threads,schur 128^3 s1 T=56,schur,64,1,1,1,1,56,128,128,128,10,1,1,1,39.521,0.001,28.497,2.353,3.915,2.377,0.828,1.151,0.393,0.000,0.007,1.885,308.0,,,,ok,
10_matrix_threads,schur 128^3 s1 T=112,schur,64,1,1,1,1,112,128,128,128,10,1,1,1,62.703,0.001,50.958,2.964,4.125,2.479,0.850,0.901,0.413,0.000,0.013,2.990,351.2,,,,ok,
10_matrix_threads,pipeline 128^3 s0 omp=0,pipeline,64,0,0,1,1,1,128,128,128,10,1,1,1,1230.886,0.007,782.142,160.764,170.688,48.846,31.593,32.196,4.652,0.000,0.005,58.693,357.9,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=1,pipeline,64,0,1,1,1,1,128,128,128,10,1,1,1,1239.744,0.007,798.669,156.679,167.453,48.321,32.412,32.199,4.007,0.000,0.004,59.116,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=2,pipeline,64,0,1,1,1,2,128,128,128,10,1,1,1,1235.207,0.008,796.499,157.610,168.639,45.361,32.482,32.322,2.290,0.000,0.004,58.899,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=4,pipeline,64,0,1,1,1,4,128,128,128,10,1,1,1,1279.567,0.007,824.794,164.398,176.093,45.079,34.102,33.878,1.219,0.000,0.004,61.015,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=7,pipeline,64,0,1,1,1,7,128,128,128,10,1,1,1,1288.315,0.008,826.140,167.836,178.738,44.912,34.981,34.810,0.892,0.000,0.006,61.432,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=8,pipeline,64,0,1,1,1,8,128,128,128,10,1,1,1,1317.860,0.008,848.937,167.201,187.393,45.203,34.233,34.082,0.806,0.000,0.005,62.840,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=14,pipeline,64,0,1,1,1,14,128,128,128,10,1,1,1,1287.785,0.007,824.501,168.316,179.548,44.947,34.967,34.775,0.727,0.000,0.004,61.406,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=28,pipeline,64,0,1,1,1,28,128,128,128,10,1,1,1,1490.565,0.008,937.811,203.794,211.896,51.242,42.934,42.259,0.622,0.000,0.007,71.076,354.4,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=56,pipeline,64,0,1,1,1,56,128,128,128,10,1,1,1,1558.908,0.008,984.796,203.417,229.800,54.601,42.960,42.624,0.704,0.000,0.006,74.335,334.2,,,,ok,
10_matrix_threads,pipeline 128^3 s0 T=112,pipeline,64,0,1,1,1,112,128,128,128,10,1,1,1,2106.783,0.010,1344.964,285.733,309.327,64.445,52.303,49.297,0.707,0.000,0.007,100.459,308.0,,,,ok,
10_matrix_threads,pipeline 128^3 s1 omp=0,pipeline,64,1,0,1,1,1,128,128,128,10,1,1,1,1250.140,0.007,801.561,162.201,168.373,48.620,33.032,32.197,4.151,0.000,0.005,59.611,357.9,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=1,pipeline,64,1,1,1,1,1,128,128,128,10,1,1,1,1250.979,0.008,806.309,157.438,169.616,47.322,33.140,32.821,4.327,0.000,0.006,59.651,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=2,pipeline,64,1,1,1,1,2,128,128,128,10,1,1,1,1247.562,0.007,806.934,159.043,168.150,45.061,33.347,32.843,2.180,0.000,0.004,59.488,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=4,pipeline,64,1,1,1,1,4,128,128,128,10,1,1,1,1284.717,0.008,827.047,167.120,174.292,44.481,34.976,35.626,1.171,0.000,0.004,61.260,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=7,pipeline,64,1,1,1,1,7,128,128,128,10,1,1,1,1298.276,0.009,835.345,169.613,176.654,44.865,35.797,35.122,0.876,0.000,0.004,61.907,357.0,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=8,pipeline,64,1,1,1,1,8,128,128,128,10,1,1,1,1333.591,0.007,862.902,168.009,187.802,44.556,35.076,34.452,0.789,0.000,0.005,63.591,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=14,pipeline,64,1,1,1,1,14,128,128,128,10,1,1,1,1296.525,0.008,831.463,169.951,179.078,44.375,35.806,35.143,0.703,0.000,0.006,61.823,355.2,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=28,pipeline,64,1,1,1,1,28,128,128,128,10,1,1,1,1501.106,0.009,944.351,205.702,212.933,50.303,44.360,42.798,0.653,0.000,0.006,71.578,354.4,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=56,pipeline,64,1,1,1,1,56,128,128,128,10,1,1,1,1565.448,0.008,990.007,204.395,227.498,54.763,45.300,42.816,0.660,0.000,0.009,74.646,335.1,,,,ok,
10_matrix_threads,pipeline 128^3 s1 T=112,pipeline,64,1,1,1,1,112,128,128,128,10,1,1,1,2126.231,0.010,1347.373,287.551,315.450,65.905,53.502,55.602,0.840,0.000,0.008,101.387,308.9,,,,ok,
10_matrix_threads,schur 224^3 s0 omp=0,schur,64,0,0,1,1,1,224,224,224,4,1,1,1,5032.533,0.016,2397.297,1131.377,932.808,190.961,174.214,178.486,27.374,0.000,0.016,44.776,1324.8,,,,ok,
10_matrix_threads,schur 224^3 s0 T=1,schur,64,0,1,1,1,1,224,224,224,4,1,1,1,5611.209,0.015,2526.603,1247.304,1272.357,184.059,174.917,178.716,27.237,0.000,0.016,49.924,1325.5,,,,ok,
10_matrix_threads,schur 224^3 s0 T=2,schur,64,0,1,1,1,2,224,224,224,4,1,1,1,2791.695,0.016,1302.604,629.416,571.246,95.754,88.701,90.339,13.623,0.000,0.012,24.838,1326.9,,,,ok,
10_matrix_threads,schur 224^3 s0 T=4,schur,64,0,1,1,1,4,224,224,224,4,1,1,1,1498.746,0.017,695.214,349.342,303.202,49.599,47.533,46.942,6.900,0.000,0.014,13.335,1329.9,,,,ok,
10_matrix_threads,schur 224^3 s0 T=7,schur,64,0,1,1,1,7,224,224,224,4,1,1,1,870.250,0.018,403.857,194.975,179.089,30.478,27.105,29.096,5.637,0.000,0.013,7.743,1335.9,,,,ok,
10_matrix_threads,schur 224^3 s0 T=8,schur,64,0,1,1,1,8,224,224,224,4,1,1,1,791.328,0.002,355.017,176.574,180.757,26.599,23.096,25.650,3.628,0.000,0.007,7.041,1335.7,,,,ok,
10_matrix_threads,schur 224^3 s0 T=14,schur,64,0,1,1,1,14,224,224,224,4,1,1,1,472.794,0.002,215.622,106.291,98.303,19.410,14.247,14.316,4.599,0.000,0.006,4.207,1348.6,,,,ok,
10_matrix_threads,schur 224^3 s0 T=28,schur,64,0,1,1,1,28,224,224,224,4,1,1,1,362.591,0.002,155.721,84.073,83.792,15.748,9.292,9.130,4.828,0.000,0.007,3.226,1398.5,,,,ok,
10_matrix_threads,schur 224^3 s0 T=56,schur,64,0,1,1,1,56,224,224,224,4,1,1,1,279.057,0.002,101.291,69.036,72.556,14.992,9.339,9.560,2.275,0.000,0.008,2.483,1430.0,,,,ok,
10_matrix_threads,schur 224^3 s0 T=112,schur,64,0,1,1,1,112,224,224,224,4,1,1,1,422.899,0.002,141.443,112.055,118.056,20.054,14.231,14.611,2.442,0.000,0.007,3.763,1533.2,,,,ok,
10_matrix_threads,schur 224^3 s1 omp=0,schur,64,1,0,1,1,1,224,224,224,4,1,1,1,3560.857,0.017,2443.199,278.069,273.408,185.003,177.084,180.908,23.172,0.000,0.014,31.682,1325.7,,,,ok,
10_matrix_threads,schur 224^3 s1 T=1,schur,64,1,1,1,1,1,224,224,224,4,1,1,1,3640.992,0.016,2549.740,279.797,250.270,180.663,177.297,180.061,23.151,0.000,0.013,32.395,1325.1,,,,ok,
10_matrix_threads,schur 224^3 s1 T=2,schur,64,1,1,1,1,2,224,224,224,4,1,1,1,1872.232,0.015,1309.719,147.995,125.644,94.168,90.115,90.907,13.673,0.000,0.011,16.658,1326.9,,,,ok,
10_matrix_threads,schur 224^3 s1 T=4,schur,64,1,1,1,1,4,224,224,224,4,1,1,1,993.405,0.018,700.242,73.357,70.274,49.971,46.010,46.988,6.555,0.000,0.008,8.839,1329.9,,,,ok,
10_matrix_threads,schur 224^3 s1 T=7,schur,64,1,1,1,1,7,224,224,224,4,1,1,1,592.622,0.014,407.818,46.222,47.450,30.968,27.078,27.592,5.482,0.000,0.012,5.273,1335.8,,,,ok,
10_matrix_threads,schur 224^3 s1 T=8,schur,64,1,1,1,1,8,224,224,224,4,1,1,1,521.104,0.002,358.741,38.859,46.472,25.598,23.058,25.565,2.804,0.000,0.007,4.636,1335.8,,,,ok,
10_matrix_threads,schur 224^3 s1 T=14,schur,64,1,1,1,1,14,224,224,224,4,1,1,1,328.024,0.002,217.425,26.178,33.768,17.772,14.074,14.306,4.493,0.000,0.008,2.919,1347.3,,,,ok,
10_matrix_threads,schur 224^3 s1 T=28,schur,64,1,1,1,1,28,224,224,224,4,1,1,1,243.868,0.002,157.933,19.502,28.145,14.988,9.329,9.161,4.802,0.000,0.008,2.170,1402.3,,,,ok,
10_matrix_threads,schur 224^3 s1 T=56,schur,64,1,1,1,1,56,224,224,224,4,1,1,1,166.191,0.002,102.169,9.704,19.851,13.604,9.045,9.530,2.278,0.000,0.010,1.479,1427.0,,,,ok,
10_matrix_threads,schur 224^3 s1 T=112,schur,64,1,1,1,1,112,224,224,224,4,1,1,1,222.254,0.002,143.571,9.271,19.431,18.959,14.224,14.321,2.465,0.000,0.012,1.977,1545.4,,,,ok,
10_matrix_threads,pipeline 224^3 s0 omp=0,pipeline,64,0,0,1,1,1,224,224,224,4,1,1,1,7001.700,0.017,4498.597,889.400,886.909,348.677,178.826,172.160,27.126,0.000,0.005,62.296,1836.6,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=1,pipeline,64,0,1,1,1,1,224,224,224,4,1,1,1,6963.983,0.018,4462.445,881.026,889.161,345.202,183.313,175.463,27.367,0.000,0.006,61.960,1837.5,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=2,pipeline,64,0,1,1,1,2,224,224,224,4,1,1,1,7001.603,0.017,4485.458,911.423,901.253,322.361,183.104,181.376,16.621,0.000,0.007,62.295,1837.5,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=4,pipeline,64,0,1,1,1,4,224,224,224,4,1,1,1,7321.999,0.017,4694.521,950.893,971.983,315.861,193.358,185.884,9.492,0.000,0.007,65.146,1845.4,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=7,pipeline,64,0,1,1,1,7,224,224,224,4,1,1,1,7509.927,0.018,4788.659,982.306,1019.708,319.969,196.940,196.476,5.862,0.000,0.007,66.818,1841.9,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=8,pipeline,64,0,1,1,1,8,224,224,224,4,1,1,1,7506.086,0.018,4834.743,969.019,972.155,340.496,192.627,190.986,6.053,0.000,0.007,66.784,1847.1,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=14,pipeline,64,0,1,1,1,14,224,224,224,4,1,1,1,7568.858,0.016,4808.398,1012.586,1039.708,311.048,199.244,193.274,4.591,0.000,0.009,67.342,1836.6,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=28,pipeline,64,0,1,1,1,28,224,224,224,4,1,1,1,8532.481,0.019,5391.808,1139.919,1183.117,348.081,235.370,229.750,4.429,0.000,0.007,75.916,1835.8,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=56,pipeline,64,0,1,1,1,56,224,224,224,4,1,1,1,8740.609,0.020,5520.289,1184.623,1184.632,379.560,236.230,230.791,4.475,0.000,0.009,77.767,1806.9,,,,ok,
10_matrix_threads,pipeline 224^3 s0 T=112,pipeline,64,0,1,1,1,112,224,224,224,4,1,1,1,11755.567,0.024,7604.973,1560.180,1596.799,440.508,280.111,268.385,4.602,0.000,0.009,104.592,1812.1,,,,ok,
10_matrix_threads,pipeline 224^3 s1 omp=0,pipeline,64,1,0,1,1,1,224,224,224,4,1,1,1,6983.323,0.017,4489.190,883.319,880.812,338.478,188.543,177.108,25.867,0.000,0.006,62.132,1845.4,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=1,pipeline,64,1,1,1,1,1,224,224,224,4,1,1,1,6979.277,0.017,4492.164,875.246,881.449,334.823,186.541,183.191,25.857,0.000,0.006,62.096,1845.4,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=2,pipeline,64,1,1,1,1,2,224,224,224,4,1,1,1,7077.374,0.017,4568.903,903.869,904.883,319.179,187.660,178.822,14.052,0.000,0.006,62.969,1846.2,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=4,pipeline,64,1,1,1,1,4,224,224,224,4,1,1,1,7270.740,0.019,4650.266,937.796,977.971,313.489,195.715,187.209,8.289,0.000,0.005,64.690,1845.4,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=7,pipeline,64,1,1,1,1,7,224,224,224,4,1,1,1,7394.690,0.019,4724.875,960.811,1008.637,305.269,199.110,190.337,5.645,0.000,0.006,65.792,1841.9,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=8,pipeline,64,1,1,1,1,8,224,224,224,4,1,1,1,7518.047,0.022,4813.445,965.104,1010.149,337.144,197.250,189.208,5.739,0.000,0.008,66.890,1845.4,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=14,pipeline,64,1,1,1,1,14,224,224,224,4,1,1,1,7638.049,0.017,4872.149,1013.742,1038.468,313.942,202.265,192.983,4.494,0.000,0.006,67.958,1835.8,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=28,pipeline,64,1,1,1,1,28,224,224,224,4,1,1,1,8546.413,0.018,5345.536,1162.098,1221.369,340.958,240.494,231.459,4.492,0.000,0.007,76.040,1834.9,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=56,pipeline,64,1,1,1,1,56,224,224,224,4,1,1,1,8800.973,0.020,5549.750,1188.481,1208.383,373.168,242.471,233.338,5.371,0.000,0.011,78.304,1805.1,,,,ok,
10_matrix_threads,pipeline 224^3 s1 T=112,pipeline,64,1,1,1,1,112,224,224,224,4,1,1,1,11830.547,0.025,7596.526,1561.551,1614.511,457.595,295.802,300.085,4.467,0.000,0.010,105.259,1812.1,,,,ok,
10_matrix_threads,schur bind=close T=14,schur,64,1,1,1,1,14,224,224,224,4,1,1,1,308.102,0.002,207.654,21.987,31.052,16.540,13.522,14.978,2.362,0.000,0.007,2.741,1356.5,,,,ok,piazzamento close
