phase,label,backend,batch,simd,omp,mpi,ranks,threads,nx,ny,nz,steps,px,py,pz,wall_ms,mpi_ms,eta_ms,zeta_ms,u_ms,psi_ms,philow_ms,phihigh_ms,pressure_ms,porosity_ms,untimed_ms,cellstep_1e8s,rss_mb,l2_ux,l2_p,g_ms,status,note
11_matrix_mpi,schur R=56 14x2x2 s0,schur,64,0,0,1,56,1,224,224,224,4,14,2,2,208.398,56.807,101.850,28.319,31.475,11.901,4.582,4.414,1.964,0.000,23.893,103.809,43.8,,,,ok,
11_matrix_mpi,schur R=56 14x4x1 s0,schur,64,0,0,1,56,1,224,224,224,4,14,4,1,215.453,66.983,108.599,38.245,21.570,11.435,4.830,4.366,1.808,0.000,24.600,107.307,44.6,,,,ok,
11_matrix_mpi,schur R=56 28x1x2 s0,schur,64,0,0,1,56,1,224,224,224,4,28,1,2,320.243,127.014,194.019,15.353,33.455,26.116,3.403,6.439,2.194,0.000,39.264,159.560,47.2,,,,ok,
11_matrix_mpi,schur R=56 28x2x1 s0,schur,64,0,0,1,56,1,224,224,224,4,28,2,1,320.008,124.294,191.573,26.689,23.797,24.093,4.094,4.615,2.607,0.000,42.540,159.434,47.2,,,,ok,
11_matrix_mpi,schur R=56 56x1x1 s0,schur,64,0,0,1,56,1,224,224,224,4,56,1,1,750.734,383.973,556.832,16.596,24.760,65.212,3.519,4.547,3.040,0.000,76.228,374.027,54.2,,,,ok,
11_matrix_mpi,pipeline R=56 1x7x8 s0,pipeline,64,0,0,1,56,1,224,224,224,4,1,7,8,196.608,32.588,93.450,33.843,30.218,10.407,6.975,5.748,1.727,0.000,14.240,97.481,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 1x8x7 s0,pipeline,64,0,0,1,56,1,224,224,224,4,1,8,7,196.695,30.994,92.445,33.712,32.488,10.200,7.283,6.262,1.817,0.000,12.488,95.970,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 1x14x4 s0,pipeline,64,0,0,1,56,1,224,224,224,4,1,14,4,196.946,30.037,93.940,36.630,29.563,9.793,6.760,5.803,1.852,0.000,12.605,97.072,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 1x28x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,1,28,2,207.641,36.820,91.566,48.799,29.876,9.383,7.261,5.753,1.808,0.000,13.195,103.404,56.9,,,,ok,
11_matrix_mpi,pipeline R=56 1x56x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,1,56,1,236.724,51.356,87.828,72.610,26.485,10.260,9.052,5.761,1.937,0.000,22.791,116.560,65.6,,,,ok,
11_matrix_mpi,pipeline R=56 2x1x28 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,1,28,203.833,35.411,94.015,22.407,49.886,10.640,5.255,6.530,2.037,0.000,13.063,101.559,54.2,,,,ok,
11_matrix_mpi,pipeline R=56 2x2x14 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,2,14,193.672,31.009,94.715,27.676,35.319,10.430,5.482,6.085,1.805,0.000,12.160,96.137,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 2x4x7 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,4,7,195.099,31.780,95.349,30.695,28.599,10.582,5.666,6.057,1.719,0.000,16.432,97.070,51.6,,,,ok,
11_matrix_mpi,pipeline R=56 2x7x4 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,7,4,198.144,34.895,96.453,31.971,28.235,10.269,6.141,6.207,1.716,0.000,17.152,98.537,51.6,,,,ok,
11_matrix_mpi,pipeline R=56 2x14x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,14,2,201.395,33.293,93.559,36.434,30.690,10.124,6.373,6.605,1.808,0.000,15.802,100.344,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 2x28x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,2,28,1,208.953,35.994,95.586,47.456,25.462,10.652,7.503,5.796,1.826,0.000,14.672,103.533,57.8,,,,ok,
11_matrix_mpi,pipeline R=56 4x1x14 s0,pipeline,64,0,0,1,56,1,224,224,224,4,4,1,14,181.312,32.292,82.185,24.335,36.065,11.001,4.856,6.342,1.743,0.000,14.785,89.939,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 4x2x7 s0,pipeline,64,0,0,1,56,1,224,224,224,4,4,2,7,179.949,34.249,80.181,27.824,31.918,10.335,5.171,7.229,1.515,0.000,15.776,89.549,51.6,,,,ok,
11_matrix_mpi,pipeline R=56 4x7x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,4,7,2,182.508,34.924,80.145,32.438,27.040,10.782,5.685,5.683,1.832,0.000,18.903,90.347,51.6,,,,ok,
11_matrix_mpi,pipeline R=56 4x14x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,4,14,1,185.826,34.846,82.020,36.752,25.631,9.887,8.309,5.500,1.935,0.000,15.792,92.442,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 7x1x8 s0,pipeline,64,0,0,1,56,1,224,224,224,4,7,1,8,187.668,36.246,84.295,21.828,34.162,11.654,4.958,6.066,1.844,0.000,22.861,93.505,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 7x2x4 s0,pipeline,64,0,0,1,56,1,224,224,224,4,7,2,4,191.405,42.459,83.565,27.328,32.056,11.149,5.870,6.512,1.784,0.000,23.141,94.749,51.6,,,,ok,
11_matrix_mpi,pipeline R=56 7x4x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,7,4,2,188.044,37.853,82.440,31.793,28.653,11.863,5.687,5.923,2.197,0.000,19.488,93.513,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 7x8x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,7,8,1,189.225,34.615,86.366,32.441,27.212,10.398,5.978,5.907,2.111,0.000,18.812,93.835,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 8x1x7 s0,pipeline,64,0,0,1,56,1,224,224,224,4,8,1,7,184.583,31.144,85.353,21.965,33.794,11.582,5.281,6.201,2.260,0.000,18.147,91.605,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 8x7x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,8,7,1,192.572,38.190,86.060,32.854,27.015,11.574,6.607,6.135,2.016,0.000,20.311,94.891,52.5,,,,ok,
11_matrix_mpi,pipeline R=56 14x1x4 s0,pipeline,64,0,0,1,56,1,224,224,224,4,14,1,4,196.800,38.645,88.846,21.697,29.704,13.075,5.126,7.724,2.056,0.000,28.572,97.550,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 14x2x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,14,2,2,205.697,43.644,90.737,29.010,31.909,13.429,5.753,6.680,2.189,0.000,25.990,101.856,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 14x4x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,14,4,1,203.935,44.772,89.065,33.190,25.189,14.226,5.795,5.871,2.308,0.000,28.291,101.272,53.4,,,,ok,
11_matrix_mpi,pipeline R=56 28x1x2 s0,pipeline,64,0,0,1,56,1,224,224,224,4,28,1,2,221.892,48.004,98.771,23.033,30.213,10.656,5.574,6.334,2.313,0.000,44.998,110.557,56.0,,,,ok,
11_matrix_mpi,pipeline R=56 28x2x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,28,2,1,226.263,51.255,100.806,27.621,28.846,11.017,5.991,6.539,2.550,0.000,42.893,112.469,56.0,,,,ok,
11_matrix_mpi,pipeline R=56 56x1x1 s0,pipeline,64,0,0,1,56,1,224,224,224,4,56,1,1,278.293,65.118,113.860,31.509,31.320,17.709,6.216,7.141,3.029,0.000,67.509,137.626,63.9,,,,ok,
11_matrix_mpi,schur R=4 2x1x2 s1,schur,64,1,0,1,4,1,224,224,224,4,2,1,2,1355.911,98.718,763.940,44.351,362.017,51.432,47.408,51.923,7.015,0.000,27.825,48.255,350.0,,,,ok,
11_matrix_mpi,schur R=4 2x2x1 s1,schur,64,1,0,1,4,1,224,224,224,4,2,2,1,1450.801,107.570,746.931,447.967,78.248,50.861,41.331,45.935,7.104,0.000,32.424,51.632,350.0,,,,ok,
11_matrix_mpi,schur R=4 4x1x1 s1,schur,64,1,0,1,4,1,224,224,224,4,4,1,1,1154.469,140.225,842.336,46.377,70.569,50.477,38.750,48.392,7.086,0.000,50.482,41.086,354.4,,,,ok,
11_matrix_mpi,pipeline R=4 2x1x2 s1,pipeline,64,1,0,1,4,1,224,224,224,4,2,1,2,1844.253,68.494,1126.872,224.674,245.115,85.279,48.801,48.562,6.939,0.000,58.011,65.635,476.9,,,,ok,
11_matrix_mpi,pipeline R=4 2x2x1 s1,pipeline,64,1,0,1,4,1,224,224,224,4,2,2,1,1861.319,104.748,1120.822,257.985,231.266,84.028,50.527,46.579,6.991,0.000,63.121,66.242,478.6,,,,ok,
11_matrix_mpi,pipeline R=4 4x1x1 s1,pipeline,64,1,0,1,4,1,224,224,224,4,4,1,1,1579.087,86.217,859.923,227.249,235.192,74.856,47.001,47.874,7.141,0.000,79.851,56.198,482.1,,,,ok,
11_matrix_mpi,schur R=8 1x8x1 s1,schur,64,1,0,1,8,1,224,224,224,4,1,8,1,754.296,131.238,322.370,302.652,37.265,25.316,26.134,24.281,4.399,0.000,11.879,53.655,191.6,,,,ok,
11_matrix_mpi,schur R=8 2x1x4 s1,schur,64,1,0,1,8,1,224,224,224,4,2,1,4,754.598,107.872,382.803,29.698,244.716,27.501,24.100,31.058,4.818,0.000,9.904,53.708,186.4,,,,ok,
11_matrix_mpi,schur R=8 2x2x2 s1,schur,64,1,0,1,8,1,224,224,224,4,2,2,2,901.553,82.782,380.324,222.194,207.973,27.213,21.343,25.235,5.025,0.000,12.246,64.171,183.8,,,,ok,
11_matrix_mpi,schur R=8 2x4x1 s1,schur,64,1,0,1,8,1,224,224,224,4,2,4,1,746.261,115.127,386.481,228.005,40.454,26.969,23.724,23.848,4.932,0.000,11.848,53.112,186.4,,,,ok,
11_matrix_mpi,schur R=8 4x1x2 s1,schur,64,1,0,1,8,1,224,224,224,4,4,1,2,754.192,101.803,438.979,28.665,190.348,27.477,20.004,25.962,5.069,0.000,17.688,53.681,186.4,,,,ok,
11_matrix_mpi,schur R=8 4x2x1 s1,schur,64,1,0,1,8,1,224,224,224,4,4,2,1,747.899,115.805,432.166,177.992,38.855,27.571,21.956,23.806,5.118,0.000,20.435,53.234,186.4,,,,ok,
11_matrix_mpi,schur R=8 8x1x1 s1,schur,64,1,0,1,8,1,224,224,224,4,8,1,1,683.324,123.845,473.143,29.040,37.431,35.173,19.897,24.032,5.109,0.000,59.499,48.638,191.6,,,,ok,
11_matrix_mpi,pipeline R=8 1x8x1 s1,pipeline,64,1,0,1,8,1,224,224,224,4,1,8,1,1002.527,65.140,576.181,167.684,124.443,46.738,28.471,24.430,4.738,0.000,29.842,71.358,255.5,,,,ok,
11_matrix_mpi,pipeline R=8 2x1x4 s1,pipeline,64,1,0,1,8,1,224,224,224,4,2,1,4,972.300,68.153,567.366,124.203,144.307,45.558,25.071,25.807,4.939,0.000,35.049,69.206,249.4,,,,ok,
11_matrix_mpi,pipeline R=8 2x2x2 s1,pipeline,64,1,0,1,8,1,224,224,224,4,2,2,2,984.860,72.503,565.146,141.655,140.428,44.913,26.458,25.398,4.847,0.000,36.015,70.100,248.5,,,,ok,
11_matrix_mpi,pipeline R=8 2x4x1 s1,pipeline,64,1,0,1,8,1,224,224,224,4,2,4,1,979.179,74.642,551.342,165.610,124.940,44.929,27.300,24.878,4.632,0.000,35.548,69.696,250.2,,,,ok,
11_matrix_mpi,pipeline R=8 4x1x2 s1,pipeline,64,1,0,1,8,1,224,224,224,4,4,1,2,831.752,68.723,447.949,112.168,135.663,39.909,24.435,26.140,5.078,0.000,40.410,59.202,249.4,,,,ok,
11_matrix_mpi,pipeline R=8 4x2x1 s1,pipeline,64,1,0,1,8,1,224,224,224,4,4,2,1,829.129,60.169,442.968,127.550,123.542,39.904,25.128,24.381,4.695,0.000,40.961,59.016,250.2,,,,ok,
11_matrix_mpi,pipeline R=8 8x1x1 s1,pipeline,64,1,0,1,8,1,224,224,224,4,8,1,1,865.463,82.471,446.200,112.257,122.898,47.698,25.517,24.427,4.948,0.000,81.518,61.186,255.5,,,,ok,
11_matrix_mpi,schur R=14 1x14x1 s1,schur,64,1,0,1,14,1,224,224,224,4,1,14,1,471.991,94.166,196.606,181.947,23.248,16.189,22.401,14.545,4.282,0.000,12.773,58.790,122.5,,,,ok,
11_matrix_mpi,schur R=14 2x1x7 s1,schur,64,1,0,1,14,1,224,224,224,4,2,1,7,457.059,79.713,223.164,15.698,154.743,18.787,14.213,17.133,3.838,0.000,9.483,56.901,116.4,,,,ok,
11_matrix_mpi,schur R=14 2x7x1 s1,schur,64,1,0,1,14,1,224,224,224,4,2,7,1,463.177,86.640,238.256,137.234,23.978,18.465,16.209,13.952,4.319,0.000,10.764,57.672,116.4,,,,ok,
11_matrix_mpi,schur R=14 7x1x2 s1,schur,64,1,0,1,14,1,224,224,224,4,7,1,2,509.221,84.308,282.216,15.532,115.721,22.436,11.697,16.155,4.730,0.000,40.734,63.429,116.4,,,,ok,
11_matrix_mpi,schur R=14 7x2x1 s1,schur,64,1,0,1,14,1,224,224,224,4,7,2,1,502.629,87.050,286.783,97.164,25.189,23.439,13.752,14.025,4.627,0.000,37.650,62.608,116.4,,,,ok,
11_matrix_mpi,schur R=14 14x1x1 s1,schur,64,1,0,1,14,1,224,224,224,4,14,1,1,511.825,119.644,327.121,16.766,27.638,30.432,11.917,14.222,4.895,0.000,78.834,63.753,121.6,,,,ok,
11_matrix_mpi,pipeline R=14 1x14x1 s1,pipeline,64,1,0,1,14,1,224,224,224,4,1,14,1,604.453,46.710,327.178,109.828,71.569,29.844,22.895,14.649,4.383,0.000,24.107,75.292,158.4,,,,ok,
11_matrix_mpi,pipeline R=14 2x1x7 s1,pipeline,64,1,0,1,14,1,224,224,224,4,2,1,7,583.646,46.467,334.913,68.733,84.121,29.602,16.116,17.580,4.275,0.000,28.306,72.700,151.4,,,,ok,
11_matrix_mpi,pipeline R=14 2x7x1 s1,pipeline,64,1,0,1,14,1,224,224,224,4,2,7,1,585.358,50.816,321.655,95.616,72.630,28.598,18.992,16.339,3.671,0.000,27.857,72.888,153.1,,,,ok,
11_matrix_mpi,pipeline R=14 7x1x2 s1,pipeline,64,1,0,1,14,1,224,224,224,4,7,1,2,535.010,59.408,265.459,65.283,83.372,30.327,14.272,16.388,4.602,0.000,55.307,66.115,152.2,,,,ok,
11_matrix_mpi,pipeline R=14 7x2x1 s1,pipeline,64,1,0,1,14,1,224,224,224,4,7,2,1,534.846,60.661,264.014,76.342,73.754,29.640,15.025,15.907,4.331,0.000,55.833,66.621,152.2,,,,ok,
11_matrix_mpi,pipeline R=14 14x1x1 s1,pipeline,64,1,0,1,14,1,224,224,224,4,14,1,1,565.236,63.709,276.684,66.461,74.435,31.579,14.285,15.576,5.691,0.000,80.525,70.407,158.4,,,,ok,
11_matrix_mpi,schur R=28 1x7x4 s1,schur,64,1,0,1,28,1,224,224,224,4,1,7,4,350.138,65.810,117.109,96.097,88.985,12.572,9.900,11.758,4.340,0.000,9.377,87.192,68.2,,,,ok,
11_matrix_mpi,schur R=28 1x14x2 s1,schur,64,1,0,1,28,1,224,224,224,4,1,14,2,350.236,67.802,118.168,101.482,77.566,12.216,14.644,9.942,3.879,0.000,12.339,87.157,70.8,,,,ok,
11_matrix_mpi,schur R=28 1x28x1 s1,schur,64,1,0,1,28,1,224,224,224,4,1,28,1,435.727,132.004,113.443,222.751,18.515,12.627,33.352,9.471,3.832,0.000,21.736,108.479,76.1,,,,ok,
11_matrix_mpi,schur R=28 2x1x14 s1,schur,64,1,0,1,28,1,224,224,224,4,2,1,14,328.094,76.019,145.970,8.858,115.968,14.271,8.338,14.446,4.046,0.000,16.197,81.733,70.0,,,,ok,
11_matrix_mpi,schur R=28 2x2x7 s1,schur,64,1,0,1,28,1,224,224,224,4,2,2,7,353.343,55.527,139.071,76.192,92.455,13.973,8.464,9.896,4.440,0.000,8.852,88.025,66.5,,,,ok,
11_matrix_mpi,schur R=28 2x7x2 s1,schur,64,1,0,1,28,1,224,224,224,4,2,7,2,344.676,59.408,143.410,78.160,71.306,14.899,10.152,9.522,4.456,0.000,12.771,85.867,67.4,,,,ok,
11_matrix_mpi,schur R=28 2x14x1 s1,schur,64,1,0,1,28,1,224,224,224,4,2,14,1,334.670,74.236,142.431,109.717,22.515,13.459,18.166,9.308,3.793,0.000,15.281,83.370,70.0,,,,ok,
11_matrix_mpi,schur R=28 4x1x7 s1,schur,64,1,0,1,28,1,224,224,224,4,4,1,7,306.084,64.426,156.176,9.941,93.024,14.090,7.317,10.802,4.401,0.000,10.333,76.215,67.4,,,,ok,
11_matrix_mpi,schur R=28 4x7x1 s1,schur,64,1,0,1,28,1,224,224,224,4,4,7,1,313.657,74.158,161.837,84.645,17.796,14.664,10.591,8.188,4.622,0.000,11.314,78.130,67.4,,,,ok,
11_matrix_mpi,schur R=28 7x1x4 s1,schur,64,1,0,1,28,1,224,224,224,4,7,1,4,340.849,84.514,166.686,8.451,92.189,19.942,7.438,11.979,4.532,0.000,29.632,84.903,68.2,,,,ok,
11_matrix_mpi,schur R=28 7x2x2 s1,schur,64,1,0,1,28,1,224,224,224,4,7,2,2,371.164,66.361,171.393,57.645,70.934,15.737,9.269,9.497,4.782,0.000,31.907,92.466,66.5,,,,ok,
11_matrix_mpi,schur R=28 7x4x1 s1,schur,64,1,0,1,28,1,224,224,224,4,7,4,1,344.054,86.883,168.646,83.566,18.336,17.807,9.757,8.314,4.709,0.000,32.919,85.688,68.2,,,,ok,
11_matrix_mpi,schur R=28 14x1x2 s1,schur,64,1,0,1,28,1,224,224,224,4,14,1,2,398.360,88.650,197.747,12.680,75.158,21.141,8.104,9.871,5.047,0.000,68.612,99.236,69.1,,,,ok,
11_matrix_mpi,schur R=28 14x2x1 s1,schur,64,1,0,1,28,1,224,224,224,4,14,2,1,405.544,99.851,202.626,63.339,24.230,24.026,9.566,8.397,4.979,0.000,68.381,101.020,70.0,,,,ok,
11_matrix_mpi,schur R=28 28x1x1 s1,schur,64,1,0,1,28,1,224,224,224,4,28,1,1,582.579,230.042,367.882,18.203,22.633,43.029,6.793,8.689,5.871,0.000,109.479,145.122,76.1,,,,ok,
11_matrix_mpi,pipeline R=28 1x7x4 s1,pipeline,64,1,0,1,28,1,224,224,224,4,1,7,4,382.703,43.138,191.710,59.715,62.137,21.169,12.387,12.165,4.294,0.000,19.126,95.263,84.9,,,,ok,
11_matrix_mpi,pipeline R=28 1x14x2 s1,pipeline,64,1,0,1,28,1,224,224,224,4,1,14,2,390.200,47.796,189.889,73.847,57.268,20.840,12.977,12.082,4.236,0.000,19.061,97.208,88.4,,,,ok,
11_matrix_mpi,pipeline R=28 1x28x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,1,28,1,414.846,53.560,184.600,100.834,50.675,21.711,14.425,11.601,4.279,0.000,26.721,103.348,95.4,,,,ok,
11_matrix_mpi,pipeline R=28 2x1x14 s1,pipeline,64,1,0,1,28,1,224,224,224,4,2,1,14,387.148,44.743,193.095,47.027,76.578,21.697,11.259,12.779,4.077,0.000,20.636,96.253,86.6,,,,ok,
11_matrix_mpi,pipeline R=28 2x2x7 s1,pipeline,64,1,0,1,28,1,224,224,224,4,2,2,7,388.687,49.146,195.897,55.554,63.613,21.164,11.482,12.267,4.300,0.000,24.410,96.831,84.0,,,,ok,
11_matrix_mpi,pipeline R=28 2x7x2 s1,pipeline,64,1,0,1,28,1,224,224,224,4,2,7,2,388.795,48.237,193.001,63.775,55.831,20.868,12.227,11.697,4.357,0.000,27.039,96.858,84.9,,,,ok,
11_matrix_mpi,pipeline R=28 2x14x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,2,14,1,400.612,50.747,188.633,77.077,59.087,21.239,14.068,13.954,3.943,0.000,22.611,99.757,87.5,,,,ok,
11_matrix_mpi,pipeline R=28 4x1x7 s1,pipeline,64,1,0,1,28,1,224,224,224,4,4,1,7,346.742,42.906,165.631,44.704,61.612,20.526,10.802,14.621,4.154,0.000,24.692,86.381,84.9,,,,ok,
11_matrix_mpi,pipeline R=28 4x7x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,4,7,1,348.708,40.843,162.410,60.437,50.514,20.578,14.897,11.838,3.775,0.000,24.259,86.871,85.8,,,,ok,
11_matrix_mpi,pipeline R=28 7x1x4 s1,pipeline,64,1,0,1,28,1,224,224,224,4,7,1,4,372.304,51.726,170.039,44.496,62.111,23.106,11.041,12.810,4.441,0.000,44.260,92.187,84.9,,,,ok,
11_matrix_mpi,pipeline R=28 7x2x2 s1,pipeline,64,1,0,1,28,1,224,224,224,4,7,2,2,378.087,52.301,171.558,52.981,57.948,25.091,11.275,12.040,4.649,0.000,42.545,94.190,84.9,,,,ok,
11_matrix_mpi,pipeline R=28 7x4x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,7,4,1,375.125,52.980,168.484,58.953,53.877,22.780,11.918,12.888,4.117,0.000,42.108,93.340,85.8,,,,ok,
11_matrix_mpi,pipeline R=28 14x1x2 s1,pipeline,64,1,0,1,28,1,224,224,224,4,14,1,2,408.404,65.925,183.083,45.763,53.675,25.320,11.223,12.008,5.074,0.000,72.258,101.743,87.5,,,,ok,
11_matrix_mpi,pipeline R=28 14x2x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,14,2,1,426.008,60.782,178.501,57.137,62.411,25.439,11.992,16.186,4.527,0.000,69.815,105.806,88.4,,,,ok,
11_matrix_mpi,pipeline R=28 28x1x1 s1,pipeline,64,1,0,1,28,1,224,224,224,4,28,1,1,465.806,75.981,201.988,49.452,59.542,21.653,11.754,13.805,5.245,0.000,102.367,115.825,94.5,,,,ok,
11_matrix_mpi,schur R=56 1x7x8 s1,schur,64,1,0,1,56,1,224,224,224,4,1,7,8,184.894,46.103,59.889,47.490,50.724,6.669,5.968,5.758,1.736,0.000,6.660,92.123,43.8,,,,ok,
11_matrix_mpi,schur R=56 1x8x7 s1,schur,64,1,0,1,56,1,224,224,224,4,1,8,7,185.602,45.507,58.612,52.573,47.913,6.359,5.971,4.786,1.588,0.000,7.800,92.438,43.8,,,,ok,
11_matrix_mpi,schur R=56 1x14x4 s1,schur,64,1,0,1,56,1,224,224,224,4,1,14,4,194.081,51.013,57.839,60.689,47.400,6.309,7.659,5.912,1.651,0.000,6.622,96.700,45.5,,,,ok,
11_matrix_mpi,schur R=56 1x28x2 s1,schur,64,1,0,1,56,1,224,224,224,4,1,28,2,277.615,103.682,56.636,139.590,36.940,5.801,20.244,5.025,1.573,0.000,11.806,138.236,48.1,,,,ok,
11_matrix_mpi,schur R=56 1x56x1 s1,schur,64,1,0,1,56,1,224,224,224,4,1,56,1,676.490,375.572,54.522,511.202,8.422,5.693,67.848,5.649,1.828,0.000,21.326,337.056,54.2,,,,ok,
11_matrix_mpi,schur R=56 2x1x28 s1,schur,64,1,0,1,56,1,224,224,224,4,2,1,28,230.508,72.410,74.551,4.202,109.670,7.448,4.197,18.611,1.851,0.000,9.978,114.848,47.2,,,,ok,
11_matrix_mpi,schur R=56 2x2x14 s1,schur,64,1,0,1,56,1,224,224,224,4,2,2,14,194.210,39.769,69.035,39.975,57.386,7.171,4.242,7.210,1.795,0.000,7.396,96.687,44.6,,,,ok,
11_matrix_mpi,schur R=56 2x4x7 s1,schur,64,1,0,1,56,1,224,224,224,4,2,4,7,189.064,49.434,74.441,41.666,47.455,7.111,4.464,5.263,1.811,0.000,6.853,94.137,43.8,,,,ok,
11_matrix_mpi,schur R=56 2x7x4 s1,schur,64,1,0,1,56,1,224,224,224,4,2,7,4,184.931,44.840,71.680,39.630,47.253,6.743,5.992,5.418,1.730,0.000,6.485,92.079,42.9,,,,ok,
11_matrix_mpi,schur R=56 2x14x2 s1,schur,64,1,0,1,56,1,224,224,224,4,2,14,2,194.414,44.551,72.029,55.689,36.409,6.800,7.664,4.790,1.662,0.000,9.371,96.839,44.6,,,,ok,
11_matrix_mpi,schur R=56 2x28x1 s1,schur,64,1,0,1,56,1,224,224,224,4,2,28,1,245.289,85.064,70.670,122.460,9.979,7.164,17.757,4.608,1.901,0.000,10.750,122.209,48.1,,,,ok,
11_matrix_mpi,schur R=56 4x1x14 s1,schur,64,1,0,1,56,1,224,224,224,4,4,1,14,178.844,53.215,79.196,3.901,66.699,7.411,3.674,8.049,1.795,0.000,8.119,88.960,44.6,,,,ok,
11_matrix_mpi,schur R=56 4x2x7 s1,schur,64,1,0,1,56,1,224,224,224,4,4,2,7,184.386,46.154,81.390,30.212,45.840,7.639,4.330,5.518,1.872,0.000,7.585,91.753,42.9,,,,ok,
11_matrix_mpi,schur R=56 4x7x2 s1,schur,64,1,0,1,56,1,224,224,224,4,4,7,2,187.120,45.171,78.485,44.073,35.881,7.032,6.240,4.759,1.624,0.000,9.026,93.232,43.8,,,,ok,
11_matrix_mpi,schur R=56 4x14x1 s1,schur,64,1,0,1,56,1,224,224,224,4,4,14,1,185.000,53.188,82.074,61.321,9.539,7.887,8.270,4.250,1.673,0.000,9.986,92.150,45.5,,,,ok,
11_matrix_mpi,schur R=56 7x1x8 s1,schur,64,1,0,1,56,1,224,224,224,4,7,1,8,182.000,54.640,86.351,4.733,51.710,8.406,3.951,7.248,1.739,0.000,17.862,90.628,43.8,,,,ok,
11_matrix_mpi,schur R=56 7x2x4 s1,schur,64,1,0,1,56,1,224,224,224,4,7,2,4,195.873,47.557,87.517,29.612,46.845,7.950,4.405,5.592,2.023,0.000,11.929,97.565,42.9,,,,ok,
11_matrix_mpi,schur R=56 7x4x2 s1,schur,64,1,0,1,56,1,224,224,224,4,7,4,2,198.009,49.517,87.232,40.302,35.661,9.155,5.019,4.726,1.994,0.000,13.920,98.638,42.9,,,,ok,
11_matrix_mpi,schur R=56 7x8x1 s1,schur,64,1,0,1,56,1,224,224,224,4,7,8,1,181.103,54.981,87.997,46.671,8.386,9.006,6.329,4.112,2.056,0.000,16.546,90.215,43.8,,,,ok,
11_matrix_mpi,schur R=56 8x1x7 s1,schur,64,1,0,1,56,1,224,224,224,4,8,1,7,179.750,45.974,89.840,5.001,48.117,8.600,3.837,6.738,1.688,0.000,15.929,89.518,43.8,,,,ok,
11_matrix_mpi,schur R=56 8x7x1 s1,schur,64,1,0,1,56,1,224,224,224,4,8,7,1,182.942,50.612,92.183,43.679,8.375,9.816,5.788,4.220,2.041,0.000,16.840,91.150,44.6,,,,ok,
11_matrix_mpi,schur R=56 14x1x4 s1,schur,64,1,0,1,56,1,224,224,224,4,14,1,4,214.108,68.961,111.513,4.341,48.948,11.769,3.722,6.011,1.985,0.000,25.819,106.671,43.8,,,,ok,
11_matrix_mpi,schur R=56 14x2x2 s1,schur,64,1,0,1,56,1,224,224,224,4,14,2,2,221.140,57.046,107.419,29.568,35.315,12.613,4.661,4.824,2.099,0.000,24.641,110.160,43.8,,,,ok,
11_matrix_mpi,schur R=56 14x4x1 s1,schur,64,1,0,1,56,1,224,224,224,4,14,4,1,216.453,66.684,114.359,44.147,11.207,11.874,5.060,4.226,2.306,0.000,23.274,107.847,44.6,,,,ok,
11_matrix_mpi,schur R=56 28x1x2 s1,schur,64,1,0,1,56,1,224,224,224,4,28,1,2,322.557,137.968,204.425,6.600,36.918,23.720,3.352,5.140,2.422,0.000,39.980,160.713,47.2,,,,ok,
11_matrix_mpi,schur R=56 28x2x1 s1,schur,64,1,0,1,56,1,224,224,224,4,28,2,1,319.465,132.988,201.439,29.528,11.847,24.918,4.283,4.317,2.448,0.000,40.685,159.161,47.2,,,,ok,
